,file,time,rv,e_rv,exptime,airmass,berv,inst,fwhm,e_fwhm,contrast,e_contrast,bis,ha,caii,CCF FWHM [km/s] Raw,CCF FWHM [km/s] Correction,CCF Contrast Raw,rv_fit,residuals
56,DS1.057_spec_expres.fits,59354.2478055947,10.206015688163872,0.113,209.28399999999456,1.115939897469805,-3.9206367998797e-06,expres,6.775407906408818,0.0150393194764337,-349427.4183025958,534.5435833664795,-52.733333332690776,0.1718189855180774,0.0960853171719942,6.689943640439578,1.0727564429865497,-353891.36589615064,8.734705445183849,1.4713102429800227
57,DS1.058_spec_expres.fits,59354.2711743247,10.448015688163878,0.113,209.37600100001924,1.150680543830519,-4.0993169064475e-06,expres,6.774503235094015,0.0149075508903958,-349371.80443633266,529.6987645508792,-54.5999999993576,0.171741299790349,0.0973435033824811,6.689031686563137,1.072729778860262,-353836.0304315818,8.635060419330678,1.8129552688331998
58,DS1.059_spec_expres.fits,59354.29928432471,9.894015688163876,0.115,213.498999999997,1.227597875224653,-4.3029339440355e-06,expres,6.773857949640059,0.0150733554266417,-349589.3571485893,535.8418260448653,-54.283333332690816,0.1716812787486959,0.1011453818233056,6.6883832992877466,1.0726977037873158,-354056.9581714474,8.51684409601811,1.377171592145766
59,DS1.060_spec_harpsn.fits,59354.91545974042,7.267485101777936,0.107,300.0,1.0963329292546988,-0.376370524248837,harpsn,6.91887545675142,0.0116598848198853,-453480.6738750555,519.360629104038,-43.81666666600975,0.1758462541470798,0.107591398644734,6.857483646365177,0.9196497299903472,-457540.4720430205,7.093966338625609,0.17351876315232673
60,DS1.061_spec_harpsn.fits,59354.9229743839,8.37348510177793,0.106,300.0,1.0839749908440506,-0.39461377253597,harpsn,6.912895824304882,0.011570987100446,-453432.5249544544,515.9325354617945,-45.79999999934253,0.1747026858149273,0.1057828336275019,6.851451425264796,0.9196423462025176,-457498.9463988681,7.096092133603378,1.2773929681745528
61,DS1.062_spec_harpsn.fits,59354.92673562884,7.517485101777936,0.106,300.0,1.0787102529617048,-0.403828147169967,harpsn,6.9143751453401885,0.0118781469452539,-453710.2067107529,529.7341964344495,-44.98333333267579,0.1745173683971567,0.1058997099230119,6.852944506059099,0.9196386504342664,-457777.3209303345,7.097354866613511,0.42013023516442516
62,DS1.063_spec_expres.fits,59355.162695194704,7.673015688163872,0.109,214.7029999999905,1.174332361670693,-3.2515427557791e-06,expres,6.777977016506699,0.0155399655056005,-349692.16717524955,553.1263128251511,-55.46666666602176,0.1722066135659265,0.099068114424238,6.6927132898869015,1.0717095015274911,-354147.1701092866,7.432313301819986,0.2407023863438864
63,DS1.064_spec_expres.fits,59355.1656159147,7.524015688163871,0.109,215.14300000000296,1.167005872047699,-3.2730485376269e-06,expres,6.773375997601264,0.0156822564520432,-349667.38482397445,558.6008524837329,-54.18333333268936,0.1717327104395691,0.104753735319029,6.688054150587815,1.0717061554764091,-354128.2140041511,7.439427941506858,0.08458774665701352
64,DS1.065_spec_expres.fits,59355.1728842847,8.094015688163879,0.109,215.91399899999715,1.150620876546627,-3.3271807370536e-06,expres,6.78041616526369,0.0158102296074105,-349560.78574626264,562.3262767528076,-56.68333333268801,0.1721885084843653,0.1001905817425918,6.695185369977372,1.071697828592614,-354010.7512249877,7.457420579726197,0.6365951084376817
65,DS1.066_spec_harpsn.fits,59359.95103928398,6.43148510177798,0.107,300.0,1.0478383198221322,-0.451292922296284,harpsn,6.921504527040547,0.0122468710294961,-453778.8521638883,545.4680877525425,-45.24999999934093,0.1745608603400545,0.0966992052245499,6.860801587534085,0.9146728892519822,-457793.79267204495,9.329102845336779,-2.897617743558799
66,DS1.067_spec_harpsn.fits,59359.9585637287,9.661485101777942,0.107,300.0,1.0465418042684254,-0.470112542004671,harpsn,6.916199947084618,0.0125239020673693,-453708.80562208535,558.0745381156752,-44.64999999934194,0.1745063854286766,0.099626816518723,6.855451032196668,0.9146654323887512,-457729.3022294133,9.29640062202091,0.36508447975703184
67,DS1.068_spec_harpsn.fits,59359.9623177042,7.871485101777978,0.107,300.0,1.0466819418824087,-0.479509153875921,harpsn,6.917844969267177,0.0123373145280629,-453669.9098790785,549.482221465101,-45.99999999934157,0.1887360983200244,0.1072386832917096,6.857111124317003,0.9146617121008253,-457688.091510618,9.280067498353201,-1.4085823965752233
68,DS1.069_spec_neid.fits,59360.11143923549,8.239444958673005,0.115,54.829778,1.337712723249881,,neid,6.959648793939176,0.0160404516944713,-359640.4191402407,564.1759650487762,-50.11666666600591,0.1710578152590612,0.0992877209278391,6.899265960614343,0.9147898882734146,-362788.015943986,8.633937381118487,-0.39449242244548266
69,DS1.070_spec_neid.fits,59360.1125191706,9.298444958673002,0.115,54.785517,1.3313327982063436,,neid,6.955032810617055,0.0160760646176233,-359632.56880891457,565.8188827600144,-48.19999999933942,0.171353456298762,0.099881177707913,6.894609692805303,0.9147888175065012,-362784.3238816869,8.629360841615105,0.6690841170578974
70,DS1.071_spec_neid.fits,59360.11576142067,8.918444958673007,0.116,54.821388,1.312835124031626,,neid,6.956980326482887,0.015879114145333,-359716.30235709075,558.8592129909541,-50.44999999933942,0.1711717555202975,0.0992825493002044,6.896574697922866,0.9147856027726108,-362866.9808168935,8.61563687014043,0.30280808853257746
71,DS1.072_spec_expres.fits,59360.228973394704,8.588015688163878,0.111,197.4229990000019,1.086880450887507,-3.7174391536073e-06,expres,6.775527377292222,0.0150784051820306,-349737.1209914693,536.8820855988303,-54.43333333269017,0.1723588985910045,0.103564803372228,6.691165142654416,1.065870664838341,-354146.6078945124,8.156456276323151,0.4315594118407269
72,DS1.073_spec_expres.fits,59360.2316877247,9.426015688163872,0.111,196.53100000000097,1.087739416713532,-3.7386393940903e-06,expres,6.777129134705592,0.0151911313202008,-349681.1042722674,540.645907534952,-55.29999999935538,0.1725172589682508,0.1046938222555298,6.692787589687033,1.0658675282635288,-354087.7351720085,8.1460426465787,1.2799730415851727
73,DS1.074_spec_expres.fits,59360.2397868947,8.218015688163874,0.111,197.99299899998888,1.091953111229751,-3.8017236738975e-06,expres,6.775098225767097,0.0149935285545648,-349702.9841951708,533.8654787945771,-57.06666666602302,0.1721152091384974,0.1045453375612827,6.690732570663476,1.0658581691085254,-354112.5045341957,8.115168680862226,0.10284700730164786
74,DS1.075_spec_harpsn.fits,59361.904882186536,11.968485101777958,0.106,300.0,1.0993509906552326,-0.335559164733374,harpsn,6.91655731282211,0.011909224956033,-453741.0911141666,530.8202409513593,-46.033333332674346,0.1759645318578631,0.0991217146371492,6.8560684165631125,0.9127381491746542,-457744.30346872006,10.781000903238672,1.1874841985392859
75,DS1.076_spec_harpsn.fits,59361.91241238683,12.01648510177796,0.106,300.0,1.0842725375583602,-0.353372964773365,harpsn,6.918852511860896,0.0116554076439202,-453686.24680579774,519.200905517332,-45.84999999934131,0.1751164650138676,0.0970634780746905,6.858384849847494,0.9127307008456602,-457686.2186989749,10.799657449595964,1.2168276521819958
76,DS1.077_spec_harpsn.fits,59361.916182729394,11.435485101777942,0.106,300.0,1.0776758903160648,-0.362394576385654,harpsn,6.919299115832689,0.0127754861945707,-453769.23711909686,569.2348119506863,-48.71666666600716,0.1752612387846525,0.1054064605290418,6.858835887372211,0.9127269714750832,-457769.3843019128,10.808833310340145,0.6266517914377978
77,DS1.078_spec_expres.fits,59362.2457783747,12.331015688163872,0.109,197.87500000000017,1.091509701741801,-3.8366639347628e-06,expres,6.773903058115709,0.0149920594334769,-349354.7662163462,533.8697615202195,-54.19999999935649,0.1721421049937111,0.1032570811287594,6.689890725151012,1.0635434764445797,-353741.9991545208,11.133648459132225,1.1973672290316468
78,DS1.079_spec_expres.fits,59362.2484988247,11.204015688163878,0.109,198.0409999999989,1.094121438779296,-3.8576036442286e-06,expres,6.771724617921989,0.01504287720275,-349453.4840943122,536.0474918400336,-53.74999999935668,0.1720681986842057,0.1026827269722978,6.687685417945471,1.063540338478152,-353844.80775817484,11.132168582159032,0.07184710600484578
79,DS1.080_spec_expres.fits,59362.25401765471,11.688015688163873,0.109,199.3470000000098,1.100310451480411,-3.8998797986405e-06,expres,6.774410111162584,0.0145650418619952,-349424.5189352183,518.7213776487984,-51.48333333269024,0.1719587893358098,0.098783483427088,6.690405656109611,1.0635339726207056,-353811.87865659705,11.128954643171937,0.5590610449919353
80,DS1.081_spec_neid.fits,59362.29011896763,12.492444958673005,0.118,54.824277,1.154134928450167,,neid,6.956809263619842,0.016995660549746,-359657.44553343614,597.9293081196174,-45.68333333267319,0.1713404876976777,0.0996405119694295,6.896687419196047,0.912632331385333,-362792.7578467121,11.10096621915725,1.3914787395157546
81,DS1.082_spec_neid.fits,59362.29120495168,12.401444958672997,0.118,54.817325,1.1573222345185057,,neid,6.957570636540504,0.0165318759321395,-359639.9109763082,581.4986617263347,-47.28333333267262,0.1718524645368037,0.0996524846584302,6.8974555708905605,0.9126312563359924,-362774.3678258635,11.099938112067298,1.3015068466056992
